ticket_id,movie_id,title,release_date,original_language,adult,cinema,city,show_time,seat_category,age,sex,no_of_persons,ticket_type,ticket_price,payment_price,payment_type,booking_date
TKT0054833,1296414,Theatre: The Myth of Reality,2025-10-16,ml,FALSE,Mukta A2,Mumbai,Morning,Silver,25,Female,5,Student,170,856,Wallet,2025-10-21
TKT0054834,1086910,The Lost Princess,2025-10-16,en,FALSE,INOX,Hyderabad,Afternoon,Gold,55,Female,1,VIP,230,242,Credit Card,2025-10-19
TKT0054835,1197137,Black Phone 2,2025-10-17,en,FALSE,Wave,Hyderabad,Morning,Silver,18,Male,2,Regular,140,297,UPI,2025-10-28
TKT0054836,1070157,Balti,2025-09-26,ml,FALSE,Miraj,Pune,Evening,Silver,37,Male,3,VIP,170,519,Debit Card,2025-10-10
TKT0054837,1318855,Sharthopor,2025-10-21,bn,TRUE,Wave,Mumbai,Afternoon,Platinum,53,Female,1,Balcony,170,190,Debit Card,2024-11-03
TKT0054838,894924,Raghu Dakat,2025-09-25,bn,FALSE,Carnival,Pune,Morning,Gold,23,Male,5,Student,140,713,Debit Card,2025-10-06
TKT0054839,338969,The Toxic Avenger Unrated,2025-08-28,en,FALSE,PVR Cinemas,Ahmedabad,Night,Platinum,47,Male,4,Balcony,140,581,UPI,2025-09-05
TKT0054840,1419027,Attack 13,2025-06-13,th,FALSE,Wave,Ahmedabad,Morning,Silver,68,Female,5,VIP,170,871,Credit Card,2025-07-08
TKT0054841,338969,The Toxic Avenger Unrated,2025-08-28,en,FALSE,PVR Cinemas,Ahmedabad,Evening,Platinum,61,Male,3,Student,170,535,Credit Card,2025-09-08
TKT0054842,1323880,Idli Kadai,2025-10-01,ta,FALSE,Cinepolis,Delhi,Evening,Silver,57,Female,3,VIP,140,441,Credit Card,2025-10-17
TKT0054843,1535290,Host,2025-10-09,th,FALSE,Wave,Pune,Evening,Gold,46,Female,5,Regular,140,709,Wallet,2025-10-27
TKT0054844,1419027,Attack 13,2025-06-13,th,FALSE,Wave,Kolkata,Morning,Silver,36,Female,4,VIP,150,610,Debit Card,2025-06-17
TKT0054845,1270908,The Pet Detective,2025-10-16,ml,TRUE,INOX,Chandigarh,Morning,Platinum,70,Female,2,Regular,220,448,Debit Card,2024-11-03
TKT0054846,1186532,The Forge,2024-12-22,en,FALSE,Miraj,Delhi,Night,Silver,30,Male,5,Balcony,190,963,UPI,2024-12-29
TKT0054847,793387,Holy Night: Demon Hunters,2025-04-30,ko,FALSE,Mukta A2,Chandigarh,Night,Silver,47,Female,5,Student,190,961,Credit Card,2025-05-17
TKT0054848,1054867,One Battle After Another,2025-09-26,en,FALSE,INOX,Chandigarh,Night,Platinum,49,Female,3,Student,180,562,Debit Card,2025-10-26
TKT0054849,1267905,The Roses,2025-08-29,en,FALSE,Mukta A2,Mumbai,Night,Silver,21,Female,2,Regular,140,297,Debit Card,2025-09-10
TKT0054850,1321108,Dude,2025-10-17,ta,FALSE,Miraj,Chandigarh,Afternoon,Silver,38,Other,2,Balcony,140,285,Net Banking,2025-10-20
TKT0054851,1328803,Prisoner of War,2025-09-19,en,FALSE,Mukta A2,Delhi,Afternoon,Gold,35,Other,4,Balcony,170,685,Net Banking,2025-09-30
TKT0054852,1302696,Paathirathri,2025-10-17,ml,FALSE,Miraj,Ahmedabad,Night,Gold,49,Male,5,Balcony,140,708,Net Banking,2025-10-21
TKT0054853,1070157,Balti,2025-09-26,ml,FALSE,Miraj,Bangalore,Evening,Platinum,15,Male,5,Student,170,860,UPI,2025-10-13
TKT0054854,1072699,Inside Furioza,2025-10-15,pl,FALSE,Wave,Bangalore,Night,Platinum,52,Male,3,Student,140,427,UPI,2025-10-22
TKT0054855,1301278,Karam,2025-09-25,ml,FALSE,Mukta A2,Hyderabad,Afternoon,Silver,51,Female,5,Regular,140,725,Credit Card,2025-10-06
TKT0054856,1330421,Bone Lake,2025-10-02,en,FALSE,Mukta A2,Bangalore,Morning,Platinum,19,Male,5,Regular,220,1115,Wallet,2025-10-07
TKT0054857,1296414,Theatre: The Myth of Reality,2025-10-16,ml,FALSE,Cinepolis,Delhi,Night,Platinum,61,Male,4,Balcony,160,662,UPI,2025-10-19
TKT0054858,1197137,Black Phone 2,2025-10-17,en,FALSE,PVR Cinemas,Ahmedabad,Morning,Platinum,54,Female,5,Regular,220,1110,Wallet,2025-10-17
TKT0054859,1504848,LegendSaravanan02,2025-10-17,ta,FALSE,PVR Cinemas,Chandigarh,Morning,Gold,24,Male,1,Regular,170,183,Credit Card,2025-10-17
TKT0054860,1428278,K-Ramp,2025-10-18,te,TRUE,Miraj,Bangalore,Night,Platinum,11,Female,3,Balcony,170,527,UPI,2024-11-03
TKT0054861,1186350,Marco,2024-12-20,ml,FALSE,Miraj,Hyderabad,Night,Gold,57,Female,5,Student,170,865,UPI,2024-12-23
TKT0054862,1280282,Gabby's Dollhouse: The Movie,2025-10-17,en,FALSE,PVR Cinemas,Ahmedabad,Afternoon,Platinum,40,Male,5,Regular,140,712,Credit Card,2025-10-31
TKT0054863,1156593,Your Fault,2024-12-27,es,FALSE,Mukta A2,Mumbai,Night,Silver,62,Male,4,VIP,120,503,Debit Card,2025-01-10
TKT0054864,1518769,Singh vs Kaur 2,2025-10-02,en,FALSE,Cinepolis,Bangalore,Night,Platinum,42,Female,4,Regular,190,777,Wallet,2025-10-18
TKT0054865,1083637,Kantara: Chapter 1,2025-10-02,kn,FALSE,Miraj,Bangalore,Evening,Gold,64,Male,5,Regular,170,872,Wallet,2025-10-09
TKT0054866,1156594,Our Fault,2025-10-15,es,FALSE,PVR Cinemas,Ahmedabad,Afternoon,Silver,54,Female,5,VIP,220,1124,Credit Card,2025-10-30
TKT0054867,338969,The Toxic Avenger Unrated,2025-08-28,en,FALSE,INOX,Delhi,Evening,Gold,43,Male,2,Student,119,257,Debit Card,2025-09-20
TKT0054868,1267905,The Roses,2025-08-29,en,FALSE,Miraj,Chandigarh,Morning,Gold,68,Female,3,Regular,190,578,Credit Card,2025-09-21
TKT0054869,1512087,Punha Shivajiraje Bhosale,2025-10-17,mr,FALSE,PVR Cinemas,Pune,Night,Gold,13,Male,3,Student,140,444,Net Banking,2025-10-29
TKT0054870,1442544,Valsala Club,2025-09-26,ml,FALSE,Wave,Kolkata,Night,Silver,48,Female,3,Regular,240,734,Wallet,2025-10-18
TKT0054871,1257009,Primitive War,2025-09-01,en,FALSE,PVR Cinemas,Kolkata,Night,Silver,13,Female,2,Regular,220,455,Credit Card,2025-09-22
TKT0054872,1267905,The Roses,2025-08-29,en,FALSE,Wave,Pune,Evening,Gold,37,Female,1,Regular,240,256,Debit Card,2025-09-13
TKT0054873,1257009,Primitive War,2025-09-01,en,FALSE,Carnival,Chandigarh,Afternoon,Silver,40,Female,1,Balcony,220,238,UPI,2025-09-04
TKT0054874,1548586,Kutram Thavir,2025-09-26,ta,FALSE,Cinepolis,Ahmedabad,Afternoon,Silver,28,Female,3,Student,220,670,Wallet,2025-10-10
TKT0054875,1291661,Tide,2024-09-12,en,FALSE,Miraj,Mumbai,Afternoon,Gold,34,Male,2,Student,220,459,Wallet,2024-10-11
TKT0054876,1548586,Kutram Thavir,2025-09-26,ta,FALSE,INOX,Chandigarh,Afternoon,Gold,57,Male,1,VIP,220,241,UPI,2025-09-26
TKT0054877,1086260,The Astronaut,2025-09-26,en,FALSE,Carnival,Ahmedabad,Morning,Gold,45,Male,4,Student,220,899,Wallet,2025-10-02
TKT0054878,1323880,Idli Kadai,2025-10-01,ta,FALSE,Miraj,Ahmedabad,Morning,Platinum,58,Male,1,Balcony,230,247,UPI,2025-10-26
TKT0054879,1553472,Marutham,2025-10-10,ta,TRUE,Miraj,Kolkata,Afternoon,Silver,57,Female,5,VIP,170,861,Net Banking,2024-11-03
TKT0054880,1169210,The Mannequin,2025-08-24,en,FALSE,Miraj,Delhi,Afternoon,Gold,61,Male,1,Regular,150,159,UPI,2025-09-20
TKT0054881,1419027,Attack 13,2025-06-13,th,FALSE,INOX,Chandigarh,Night,Silver,21,Female,5,Balcony,150,769,Net Banking,2025-06-19
TKT0054882,1046732,Joto Kando Kolkatatei,2025-09-25,bn,FALSE,PVR Cinemas,Mumbai,Night,Silver,70,Female,4,Balcony,170,698,UPI,2025-10-07
TKT0054883,1404404,Crayon Shin-chan the Movie: Super Hot! The Spicy Kasukabe Dancers,2025-09-26,ja,FALSE,Mukta A2,Chandigarh,Night,Gold,63,Female,2,Student,140,294,Net Banking,2025-10-14
TKT0054884,985379,Diesel,2025-10-17,ta,FALSE,Cinepolis,Chandigarh,Morning,Gold,52,Female,1,Balcony,230,241,Debit Card,2025-10-19
TKT0054885,1086260,The Astronaut,2025-09-26,en,FALSE,Cinepolis,Delhi,Night,Platinum,48,Male,2,VIP,170,348,Wallet,2025-10-13
TKT0054886,533533,TRON: Ares,2025-10-10,en,FALSE,Cinepolis,Mumbai,Morning,Silver,35,Female,2,Balcony,140,286,Credit Card,2025-10-29
TKT0054887,1078605,Weapons,2025-08-08,en,FALSE,Wave,Pune,Evening,Gold,27,Female,3,Student,220,678,Credit Card,2025-08-28
TKT0054888,1046732,Joto Kando Kolkatatei,2025-09-25,bn,FALSE,Cinepolis,Mumbai,Evening,Gold,45,Male,1,VIP,170,184,UPI,2025-09-26
TKT0054889,1086910,The Lost Princess,2025-10-16,en,FALSE,Wave,Bangalore,Morning,Platinum,44,Female,3,Regular,220,680,Credit Card,2025-10-16
TKT0054890,1083637,Kantara: Chapter 1,2025-10-02,kn,FALSE,Wave,Kolkata,Afternoon,Platinum,70,Male,3,Balcony,160,485,Net Banking,2025-10-25
TKT0054891,1089729,Devi Chowdhurani,2025-09-26,bn,TRUE,Carnival,Ahmedabad,Evening,Platinum,29,Female,1,Balcony,119,144,Net Banking,2024-11-03
TKT0054892,1362315,The Hand That Rocks the Cradle,2025-10-21,en,FALSE,Carnival,Delhi,Night,Gold,55,Female,2,Regular,140,288,Net Banking,2025-10-29
TKT0054893,894924,Raghu Dakat,2025-09-25,bn,FALSE,INOX,Mumbai,Evening,Silver,12,Female,5,VIP,240,1206,UPI,2025-10-04
TKT0054894,1280450,Stolen Girl,2025-09-04,en,FALSE,Wave,Kolkata,Evening,Gold,27,Female,2,Student,230,475,UPI,2025-10-04
TKT0054895,1301278,Karam,2025-09-25,ml,FALSE,Carnival,Bangalore,Morning,Gold,30,Male,5,Regular,220,1122,Credit Card,2025-10-07
TKT0054896,1442544,Valsala Club,2025-09-26,ml,FALSE,INOX,Delhi,Evening,Gold,70,Female,1,Balcony,160,177,Wallet,2025-10-11
TKT0054897,1280282,Gabby's Dollhouse: The Movie,2025-10-17,en,FALSE,Cinepolis,Delhi,Afternoon,Silver,34,Male,3,Student,170,527,Credit Card,2025-10-23
TKT0054898,1086910,The Lost Princess,2025-10-16,en,FALSE,Wave,Delhi,Afternoon,Gold,35,Male,3,Regular,170,519,Credit Card,2025-10-31
TKT0054899,1422096,Good Boy,2025-10-01,en,TRUE,Carnival,Hyderabad,Night,Gold,20,Female,2,Balcony,160,343,UPI,2024-11-03
TKT0054900,1362315,The Hand That Rocks the Cradle,2025-10-21,en,FALSE,Wave,Mumbai,Night,Silver,19,Male,4,Student,220,891,Debit Card,2025-10-24
TKT0054901,1362315,The Hand That Rocks the Cradle,2025-10-21,en,FALSE,Wave,Chandigarh,Evening,Platinum,24,Male,3,Balcony,220,685,Wallet,2025-10-21
TKT0054902,1560204,Kambi Katna Kathai,2025-10-17,ta,FALSE,Miraj,Bangalore,Morning,Platinum,62,Male,5,Student,140,713,Net Banking,2025-10-17
TKT0054903,1296414,Theatre: The Myth of Reality,2025-10-16,ml,FALSE,PVR Cinemas,Ahmedabad,Morning,Platinum,39,Male,2,Regular,150,308,Net Banking,2025-10-19
TKT0054904,1305717,Hunting Grounds,2025-05-16,en,FALSE,Mukta A2,Kolkata,Afternoon,Platinum,57,Male,3,Regular,120,367,Debit Card,2025-06-12
TKT0054905,1560204,Kambi Katna Kathai,2025-10-17,ta,FALSE,Miraj,Bangalore,Morning,Platinum,60,Female,2,VIP,240,502,Credit Card,2025-10-19
TKT0054906,604079,The Long Walk,2025-09-10,en,FALSE,PVR Cinemas,Kolkata,Afternoon,Platinum,21,Male,3,VIP,220,674,Wallet,2025-09-10
TKT0054907,985379,Diesel,2025-10-17,ta,FALSE,PVR Cinemas,Bangalore,Afternoon,Gold,54,Male,2,Regular,230,476,Credit Card,2025-10-19
TKT0054908,1390615,Raktabeej 2,2025-09-25,bn,FALSE,Miraj,Delhi,Night,Silver,40,Male,4,Regular,99,405,Wallet,2025-10-24
TKT0054909,1301278,Karam,2025-09-25,ml,FALSE,Carnival,Chandigarh,Morning,Platinum,39,Female,2,Student,220,448,Credit Card,2025-10-22
TKT0054910,575265,Mission: Impossible - The Final Reckoning,2025-05-17,en,FALSE,INOX,Delhi,Morning,Platinum,44,Male,2,Regular,120,245,Debit Card,2025-05-19
TKT0054911,1362315,The Hand That Rocks the Cradle,2025-10-21,en,FALSE,Wave,Chandigarh,Evening,Silver,11,Female,2,Regular,170,355,UPI,2025-10-27
TKT0054912,760329,The Smashing Machine,2025-10-10,en,FALSE,Mukta A2,Kolkata,Morning,Gold,67,Male,1,Balcony,220,227,Net Banking,2025-10-15
TKT0054913,1087192,How to Train Your Dragon,2025-06-13,en,FALSE,Cinepolis,Chandigarh,Morning,Gold,13,Female,3,VIP,240,728,UPI,2025-07-05
TKT0054914,1512087,Punha Shivajiraje Bhosale,2025-10-17,mr,FALSE,Mukta A2,Kolkata,Evening,Silver,24,Male,5,Student,140,720,Credit Card,2025-10-30
TKT0054915,927254,The Twits,2025-10-17,en,FALSE,Cinepolis,Ahmedabad,Evening,Gold,30,Male,3,VIP,170,518,Net Banking,2025-10-28
TKT0054916,1296414,Theatre: The Myth of Reality,2025-10-16,ml,FALSE,INOX,Kolkata,Afternoon,Gold,61,Female,1,Regular,170,186,UPI,2025-10-22
TKT0054917,803796,KPop Demon Hunters,2025-06-20,en,FALSE,INOX,Bangalore,Afternoon,Silver,43,Female,1,VIP,170,181,Wallet,2025-07-10
TKT0054918,1280450,Stolen Girl,2025-09-04,en,FALSE,Carnival,Bangalore,Morning,Gold,44,Other,5,Balcony,230,1165,UPI,2025-09-07
TKT0054919,1321108,Dude,2025-10-17,ta,FALSE,Cinepolis,Mumbai,Night,Gold,61,Male,4,Student,240,983,UPI,2025-10-26
TKT0054920,575265,Mission: Impossible - The Final Reckoning,2025-05-17,en,FALSE,Wave,Delhi,Morning,Silver,48,Male,3,Balcony,180,555,Debit Card,2025-05-21
TKT0054921,1054867,One Battle After Another,2025-09-26,en,FALSE,Miraj,Bangalore,Morning,Silver,57,Female,3,Balcony,99,308,Credit Card,2025-10-06
TKT0054922,1169210,The Mannequin,2025-08-24,en,FALSE,PVR Cinemas,Chandigarh,Morning,Silver,10,Other,1,Regular,220,244,Wallet,2025-09-22
TKT0054923,1428278,K-Ramp,2025-10-18,te,TRUE,Miraj,Hyderabad,Afternoon,Gold,25,Male,1,Student,160,180,Wallet,2024-11-03
TKT0054924,1318855,Sharthopor,2025-10-21,bn,TRUE,INOX,Kolkata,Afternoon,Gold,17,Male,3,VIP,140,441,Wallet,2024-11-03
TKT0054925,1301278,Karam,2025-09-25,ml,FALSE,INOX,Chandigarh,Evening,Silver,12,Female,2,Regular,170,354,Net Banking,2025-10-02
TKT0054926,1280450,Stolen Girl,2025-09-04,en,FALSE,PVR Cinemas,Delhi,Night,Gold,35,Male,5,VIP,180,919,Net Banking,2025-09-21
TKT0054927,1559092,Will,2025-10-10,ta,FALSE,Mukta A2,Ahmedabad,Evening,Platinum,48,Female,4,Student,220,899,Credit Card,2025-10-28
TKT0054928,1186532,The Forge,2024-12-22,en,FALSE,Wave,Hyderabad,Afternoon,Silver,31,Female,3,Balcony,200,618,Debit Card,2025-01-05
TKT0054929,1559092,Will,2025-10-10,ta,FALSE,Miraj,Ahmedabad,Evening,Silver,11,Other,4,Balcony,170,690,Debit Card,2025-10-30
TKT0054930,1257957,Bison Kaalamaadan,2025-10-17,ta,FALSE,Cinepolis,Ahmedabad,Afternoon,Gold,33,Male,1,Regular,240,250,Net Banking,2025-10-25
TKT0054931,1046732,Joto Kando Kolkatatei,2025-09-25,bn,FALSE,Mukta A2,Pune,Night,Silver,45,Female,3,Regular,140,427,UPI,2025-10-01
TKT0054932,1280282,Gabby's Dollhouse: The Movie,2025-10-17,en,FALSE,INOX,Pune,Night,Silver,36,Male,4,Student,140,566,Credit Card,2025-10-27
TKT0054933,803796,KPop Demon Hunters,2025-06-20,en,FALSE,INOX,Hyderabad,Afternoon,Platinum,52,Female,5,VIP,200,1019,UPI,2025-06-28
TKT0054934,1422096,Good Boy,2025-10-01,en,TRUE,Miraj,Kolkata,Night,Silver,19,Female,5,Regular,140,722,Net Banking,2024-11-03
TKT0054935,1270908,The Pet Detective,2025-10-16,ml,TRUE,Cinepolis,Delhi,Evening,Gold,55,Male,4,Regular,140,582,Debit Card,2024-11-03
TKT0054936,617126,The Fantastic 4: First Steps,2025-07-25,en,FALSE,Mukta A2,Bangalore,Morning,Silver,20,Female,4,VIP,160,662,UPI,2025-08-23
TKT0054937,1302696,Paathirathri,2025-10-17,ml,FALSE,PVR Cinemas,Mumbai,Afternoon,Silver,22,Female,3,VIP,150,461,Net Banking,2025-10-25
TKT0054938,1156593,Your Fault,2024-12-27,es,FALSE,Wave,Chandigarh,Night,Gold,48,Male,5,VIP,180,925,Debit Card,2025-01-08
TKT0054939,1270908,The Pet Detective,2025-10-16,ml,TRUE,Wave,Pune,Morning,Platinum,49,Male,4,VIP,220,897,UPI,2024-11-03
TKT0054940,1169210,The Mannequin,2025-08-24,en,FALSE,Carnival,Kolkata,Evening,Gold,14,Male,4,Student,140,571,Credit Card,2025-09-05
TKT0054941,575265,Mission: Impossible - The Final Reckoning,2025-05-17,en,FALSE,INOX,Bangalore,Evening,Silver,12,Female,5,Regular,190,959,UPI,2025-06-01
TKT0054942,1442544,Valsala Club,2025-09-26,ml,FALSE,Mukta A2,Ahmedabad,Night,Silver,68,Female,3,Student,180,562,Debit Card,2025-10-26
TKT0054943,949855,Black Mold,2025-01-30,en,FALSE,Wave,Mumbai,Afternoon,Platinum,35,Male,4,VIP,120,500,Net Banking,2025-02-25
TKT0054944,1086260,The Astronaut,2025-09-26,en,FALSE,Wave,Delhi,Morning,Platinum,44,Female,1,Regular,230,244,Net Banking,2025-09-28
TKT0054945,1511789,Captain Hook - The Cursed Tides,2025-07-11,en,FALSE,Carnival,Ahmedabad,Night,Silver,20,Male,2,Regular,220,457,Credit Card,2025-07-31
TKT0054946,1072699,Inside Furioza,2025-10-15,pl,FALSE,Miraj,Chandigarh,Night,Platinum,20,Male,4,VIP,220,904,UPI,2025-10-22
TKT0054947,1038392,The Conjuring: Last Rites,2025-09-05,en,FALSE,Cinepolis,Bangalore,Evening,Gold,18,Female,2,Regular,220,447,Credit Card,2025-09-26
TKT0054948,1107216,Pets on a Train,2025-07-02,fr,FALSE,Mukta A2,Kolkata,Afternoon,Silver,19,Female,1,VIP,190,200,Debit Card,2025-07-12
TKT0054949,1107216,Pets on a Train,2025-07-02,fr,FALSE,Mukta A2,Hyderabad,Evening,Gold,62,Male,4,Student,240,983,UPI,2025-07-27
TKT0054950,793387,Holy Night: Demon Hunters,2025-04-30,ko,FALSE,Wave,Mumbai,Afternoon,Platinum,60,Other,1,Student,180,195,UPI,2025-05-06
TKT0054951,1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025-09-12,ja,TRUE,Carnival,Mumbai,Afternoon,Gold,33,Male,1,Student,140,165,Debit Card,2024-11-03
TKT0054952,1072699,Inside Furioza,2025-10-15,pl,FALSE,PVR Cinemas,Bangalore,Night,Platinum,12,Female,1,Balcony,170,193,Net Banking,2025-10-16
TKT0054953,1087192,How to Train Your Dragon,2025-06-13,en,FALSE,INOX,Ahmedabad,Afternoon,Platinum,18,Female,3,Balcony,220,675,Net Banking,2025-07-09
TKT0054954,1038392,The Conjuring: Last Rites,2025-09-05,en,FALSE,PVR Cinemas,Chandigarh,Morning,Platinum,16,Male,5,Regular,140,717,Wallet,2025-09-24
TKT0054955,1559092,Will,2025-10-10,ta,FALSE,Carnival,Bangalore,Night,Silver,66,Male,4,Student,170,704,UPI,2025-10-28
TKT0054956,575265,Mission: Impossible - The Final Reckoning,2025-05-17,en,FALSE,Cinepolis,Ahmedabad,Evening,Gold,32,Male,1,Regular,180,194,Net Banking,2025-06-13
TKT0054957,1083637,Kantara: Chapter 1,2025-10-02,kn,FALSE,Wave,Delhi,Morning,Platinum,12,Male,5,Regular,220,1121,Net Banking,2025-10-20
TKT0054958,755898,War of the Worlds,2025-07-29,en,FALSE,INOX,Kolkata,Morning,Gold,39,Female,4,Balcony,220,902,Credit Card,2025-08-13
TKT0054959,1218925,Chainsaw Man - The Movie: Reze Arc,2025-09-26,ja,TRUE,Wave,Kolkata,Morning,Silver,65,Male,1,Student,140,155,Wallet,2024-11-03
TKT0054960,1072699,Inside Furioza,2025-10-15,pl,FALSE,INOX,Delhi,Morning,Gold,25,Female,5,VIP,140,725,UPI,2025-10-23
TKT0054961,1559092,Will,2025-10-10,ta,FALSE,Mukta A2,Ahmedabad,Morning,Silver,20,Female,3,Regular,230,695,Wallet,2025-10-25
TKT0054962,1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025-09-12,ja,TRUE,Carnival,Ahmedabad,Afternoon,Gold,35,Female,1,Regular,170,185,Wallet,2024-11-03
TKT0054963,1442544,Valsala Club,2025-09-26,ml,FALSE,INOX,Mumbai,Night,Silver,20,Female,4,Balcony,160,660,Debit Card,2025-10-04
TKT0054964,1535290,Host,2025-10-09,th,FALSE,PVR Cinemas,Kolkata,Morning,Platinum,36,Female,2,VIP,140,289,Wallet,2025-10-10
TKT0054965,1536911,Carmeni Selvam,2025-10-17,ta,FALSE,Mukta A2,Pune,Afternoon,Platinum,62,Female,4,VIP,170,687,Credit Card,2025-10-31
TKT0054966,1383557,Revival,2024-11-28,en,FALSE,Miraj,Kolkata,Night,Gold,46,Male,5,VIP,140,721,UPI,2024-12-04
TKT0054967,1070157,Balti,2025-09-26,ml,FALSE,Miraj,Pune,Afternoon,Platinum,13,Female,3,Balcony,140,442,Net Banking,2025-10-13
TKT0054968,1186350,Marco,2024-12-20,ml,FALSE,Wave,Ahmedabad,Night,Silver,26,Male,3,VIP,160,495,Debit Card,2025-01-04
TKT0054969,1072699,Inside Furioza,2025-10-15,pl,FALSE,Carnival,Ahmedabad,Night,Platinum,29,Female,5,Student,140,725,Wallet,2025-10-17
TKT0054970,1390615,Raktabeej 2,2025-09-25,bn,FALSE,Mukta A2,Chandigarh,Morning,Silver,58,Female,2,Balcony,230,472,Net Banking,2025-10-11
TKT0054971,1519168,The Jester 2,2025-09-15,en,FALSE,Mukta A2,Mumbai,Morning,Platinum,56,Female,4,Student,220,891,Net Banking,2025-10-08
TKT0054972,1519168,The Jester 2,2025-09-15,en,FALSE,Wave,Bangalore,Evening,Gold,66,Male,1,Student,220,240,Debit Card,2025-09-19
TKT0054973,1046732,Joto Kando Kolkatatei,2025-09-25,bn,FALSE,INOX,Mumbai,Afternoon,Silver,57,Female,5,VIP,140,722,Debit Card,2025-10-02
TKT0054974,1559092,Will,2025-10-10,ta,FALSE,Miraj,Kolkata,Morning,Platinum,29,Female,3,Regular,140,438,UPI,2025-10-31
TKT0054975,793387,Holy Night: Demon Hunters,2025-04-30,ko,FALSE,Miraj,Ahmedabad,Afternoon,Silver,10,Male,2,Balcony,170,349,Net Banking,2025-05-25
TKT0054976,1107216,Pets on a Train,2025-07-02,fr,FALSE,Cinepolis,Delhi,Morning,Platinum,45,Male,5,Regular,180,910,Wallet,2025-07-13
TKT0054977,1318855,Sharthopor,2025-10-21,bn,TRUE,Cinepolis,Pune,Afternoon,Gold,61,Male,3,Balcony,140,440,UPI,2024-11-03
TKT0054978,604079,The Long Walk,2025-09-10,en,FALSE,Cinepolis,Delhi,Morning,Gold,47,Male,3,Regular,170,515,Net Banking,2025-09-22
TKT0054979,1519168,The Jester 2,2025-09-15,en,FALSE,Mukta A2,Chandigarh,Afternoon,Silver,20,Female,1,Regular,160,168,Credit Card,2025-09-27
TKT0054980,1070157,Balti,2025-09-26,ml,FALSE,PVR Cinemas,Pune,Afternoon,Silver,58,Male,4,VIP,140,571,Wallet,2025-10-13
TKT0054981,927254,The Twits,2025-10-17,en,FALSE,Carnival,Delhi,Afternoon,Platinum,13,Male,4,Regular,180,740,UPI,2025-10-18
TKT0054982,1156593,Your Fault,2024-12-27,es,FALSE,Miraj,Chandigarh,Night,Silver,15,Male,2,VIP,150,324,UPI,2025-01-10
TKT0054983,793387,Holy Night: Demon Hunters,2025-04-30,ko,FALSE,PVR Cinemas,Bangalore,Evening,Gold,57,Female,3,VIP,180,557,UPI,2025-05-12
TKT0054984,1413637,Sasivadane,2025-10-10,te,FALSE,Wave,Kolkata,Afternoon,Gold,31,Male,1,Regular,170,185,Debit Card,2025-10-23
TKT0054985,1518769,Singh vs Kaur 2,2025-10-02,en,FALSE,PVR Cinemas,Delhi,Evening,Gold,22,Male,4,Regular,140,575,Wallet,2025-10-10
TKT0054986,1560204,Kambi Katna Kathai,2025-10-17,ta,FALSE,Cinepolis,Chandigarh,Evening,Platinum,30,Female,2,VIP,170,348,Wallet,2025-10-31
TKT0054987,338969,The Toxic Avenger Unrated,2025-08-28,en,FALSE,Mukta A2,Kolkata,Afternoon,Platinum,56,Male,5,Student,150,772,Wallet,2025-08-31
TKT0054988,1267905,The Roses,2025-08-29,en,FALSE,Mukta A2,Mumbai,Afternoon,Platinum,33,Male,3,VIP,220,673,Wallet,2025-09-18
TKT0054989,1186350,Marco,2024-12-20,ml,FALSE,Cinepolis,Hyderabad,Night,Silver,66,Male,4,Balcony,180,740,Debit Card,2025-01-13
TKT0054990,1128614,A Nice Indian Boy,2025-10-17,en,FALSE,INOX,Delhi,Morning,Silver,56,Female,3,Balcony,150,458,UPI,2025-10-25
TKT0054991,1519168,The Jester 2,2025-09-15,en,FALSE,INOX,Mumbai,Afternoon,Platinum,49,Female,3,VIP,140,437,Wallet,2025-10-03
TKT0054992,1536911,Carmeni Selvam,2025-10-17,ta,FALSE,PVR Cinemas,Kolkata,Afternoon,Gold,64,Male,2,Student,190,389,Credit Card,2025-10-26
TKT0054993,1184918,The Wild Robot,2024-09-12,en,TRUE,Miraj,Chandigarh,Morning,Gold,43,Female,1,VIP,170,190,Wallet,2024-11-03
TKT0054994,1321108,Dude,2025-10-17,ta,FALSE,INOX,Pune,Evening,Silver,48,Male,1,Balcony,170,185,Wallet,2025-10-23
TKT0054995,1560204,Kambi Katna Kathai,2025-10-17,ta,FALSE,Mukta A2,Ahmedabad,Evening,Platinum,12,Female,4,Regular,220,905,Net Banking,2025-10-24
TKT0054996,1404404,Crayon Shin-chan the Movie: Super Hot! The Spicy Kasukabe Dancers,2025-09-26,ja,FALSE,Carnival,Bangalore,Night,Gold,64,Male,4,Student,150,617,Debit Card,2025-10-05
TKT0054997,927254,The Twits,2025-10-17,en,FALSE,Carnival,Delhi,Evening,Platinum,70,Female,4,VIP,240,978,UPI,2025-10-25
TKT0054998,1328803,Prisoner of War,2025-09-19,en,FALSE,INOX,Delhi,Morning,Platinum,44,Male,3,Regular,140,432,Wallet,2025-09-23
TKT0054999,1087192,How to Train Your Dragon,2025-06-13,en,FALSE,Miraj,Delhi,Afternoon,Gold,41,Male,2,VIP,140,296,Credit Card,2025-07-01
TKT0055000,1086260,The Astronaut,2025-09-26,en,FALSE,Carnival,Hyderabad,Morning,Platinum,70,Male,5,Regular,170,871,Debit Card,2025-10-23
